1, 11.923, 4.7391, 4.6140, 10.4950
2, 23.893, 4.7393, 4.4877, 10.5315
3, 35.761, 4.7393, 4.3621, 10.5475
4, 47.382, 4.7393, 4.2407, 10.5244
5, 59.003, 4.7393, 4.1200, 10.4955
6, 70.486, 4.7392, 3.9965, 10.5376
7, 81.636, 4.7393, 3.8793, 10.5348
8, 92.688, 4.7395, 3.7631, 10.5339
9, 103.668, 4.7393, 3.6467, 10.5395
20, 115.301, 4.7393, 3.5235, 10.5442
